,zipcode,latitude,longitude,group
0,19348,53.23746,11.87077,1
1,85309,48.6167,11.4667,3
2,24790,54.27536,9.737535,0
3,98646,50.43950110601,10.723922177567001,3
4,27336,52.76951,9.43078000000003,0
5,19294,53.23011999999999,11.34384,0
6,19395,53.34181,12.3207600000001,1
7,99628,51.1417,11.4583,3
8,38486,52.56471,11.13311,0
9,72622,48.6333,9.35,3
10,27324,52.7764,9.21752,0
11,17440,54.0000756749505,13.690429878234902,1
12,19073,53.56353000000001,11.261410000000101,0
13,8141,50.7,12.5833,1
14,6317,51.48859,11.67065,1
15,56307,50.5889,7.57222,2
16,18581,54.315887,13.42442,1
17,56370,50.25,7.95,2
18,76185,49.0047,8.38583,2
19,76189,49.0047,8.38583,2
20,7318,50.6,11.2333,3
21,19071,53.68279,11.2731200000001,0
22,31867,52.260082,9.379738,0
23,9661,51.0,13.0667,1
24,37620,51.99053,9.56191000000001,0
25,54578,50.2833,6.76667,2
26,17179,53.94062,12.77757,1
27,26892,52.96848000000001,7.34218999999996,0
28,4509,51.46221,12.45321,1
29,87637,47.6,10.6,3
30,76870,49.0892,8.18417,2
31,6618,51.05,11.7833,3
32,86450,48.4667,10.6,3
33,6842,51.84247,12.2305200000001,1
34,6844,51.84247,12.2305200000001,1
35,6846,51.84247,12.2305200000001,1
36,6847,51.84247,12.2305200000001,1
37,6849,51.84247,12.2305200000001,1
38,6861,51.84247,12.2305200000001,1
39,6862,51.84247,12.2305200000001,1
40,95365,50.2,11.4667,3
41,54597,50.15,6.38333,2
42,66121,49.2333,7.0,2
43,87653,47.9167,10.5167,3
44,25590,54.11061,9.57374000000004,0
45,37691,51.69517000000001,9.43173000000002,0
46,25917,54.7718980373985,8.97466555293232,0
47,17379,53.68983000000001,13.89665,1
48,38685,51.93581,10.3324700000001,0
49,99439,51.05,11.2167,3
50,9326,51.0833,12.9167,1
51,32602,52.16162,8.85589000000004,0
52,7819,50.7667,11.7833,3
53,6420,51.63168,11.8376900000001,1
54,17039,53.60729,13.231739999999899,1
55,14542,52.3708,12.93238,1
56,73441,48.8166667,10.2833333,3
57,18469,54.2814335847514,12.779685391540502,1
58,25348,53.788403,9.423933,0
59,77839,48.7333,8.01667,2
60,85072,48.8975,11.1717,3
61,15936,51.8846,13.37919,1
62,23909,53.68851,10.71397,0
63,23847,53.8096,10.43967,0
64,46359,51.82582,6.93602999999996,2
65,58454,51.46789,7.36652000000004,2
66,49770,52.64135,7.59027000000003,0
67,39393,52.14004618756471,11.1023837301636,0
68,88499,48.15,9.45,3
69,68199,49.4252778,8.53,2
70,68219,49.4252778,8.53,2
71,78083,48.0833,8.55,2
72,56814,50.2,7.2,2
73,30926,52.39501,9.59397000000001,0
74,3096,51.8167,14.25,1
75,94348,48.9,12.4833,3
76,23968,53.92742,11.37768,0
77,71679,48.9,9.11667,2
78,56179,50.4,7.61667,2
79,97892,49.7672,9.51833,3
80,22145,53.60558,10.21993,0
81,4924,51.5123,13.35296,1
82,94571,48.85,13.0667,3
83,64743,49.6065,8.9875,2
84,39398,51.99174,11.30197,1
85,6198,51.58529,11.7564,1
86,25548,53.923233,9.681892,0
87,39606,52.7582,11.85445,1
88,24977,54.797014257600004,9.63691100533,0
89,19217,53.72932,11.06597,0
90,37412,51.65898,10.27799,0
91,36433,50.8167,10.2,3
92,6712,51.0833333333,12.21168,1
93,6712,51.0833333333,12.21168,1
94,6729,51.0833333333,12.21168,1
95,6729,51.0833333333,12.21168,1
96,6712,51.0833333333,12.21168,1
97,6712,51.0833333333,12.21168,1
98,6712,51.0833333333,12.21168,1
99,6712,51.0833333333,12.21168,1
100,6729,51.0833333333,12.21168,1
101,6729,51.0833333333,12.21168,1
102,6712,51.0833333333,12.21168,1
103,6712,51.0833333333,12.21168,1
104,39606,52.78782,11.53955,1
105,18069,54.10206,12.01595,1
106,75031,49.1369,8.91028,2
107,39291,52.15239,11.95359,1
108,17509,54.0630732633445,13.5423610687255,1
109,55777,49.5833,7.3166699999999985,2
110,87466,47.6333,10.4333,3
111,36414,50.8167,9.98333,3
112,66871,49.5833,7.38333,2
113,24558,53.79032,9.9803,0
114,61462,50.1833,8.46667,2
115,18546,54.49743,13.58208,1
116,66892,49.3833,7.4333300000000015,2
117,99958,51.075,10.7333,3
118,53539,50.3333,7.0,2
119,17111,53.78846,13.02097,1
120,18581,54.36024000000001,13.465583,1
121,56829,50.1667,7.28333,2
122,6449,51.7015,11.54749,1
123,83674,47.75,11.5833,3
124,25582,54.003443,9.519824,0
125,79862,47.7333,8.16667,2
126,15370,52.53176,13.75567,1
127,26969,53.55015773388221,8.333283386230509,0
128,39596,52.7402,12.02574,1
129,6766,51.6492515257275,12.2296391217042,1
130,90596,49.3,11.1167,3
131,16866,52.97835,12.24995,1
132,17252,53.27331,12.8168900000001,1
133,26553,53.6555,7.43019,0
134,24161,54.40164577006821,10.1185690820218,0
135,39638,52.60278,11.39514,1
136,39291,52.2179007832045,11.7914654867554,1
137,96199,50.0333,10.9333,3
138,17291,53.341330000000006,14.08544,1
139,9518,50.6333,13.1167,1
140,18528,54.395833,13.503478,1
141,48624,52.0940944626722,7.23706363494875,2
142,56477,50.65,8.06667,2
143,54668,49.8667,6.4333300000000015,2
144,33181,51.51728,8.69938999999999,2
145,19376,53.35421,11.89909,1
146,54429,49.6333,6.78333,2
147,75438,49.0275,8.75389,2
148,18573,54.31525,13.1589300000001,1
149,26571,53.6768,6.99253,0
150,47506,51.442510861749895,6.553819465637161,2
151,4657,50.9333,12.7167,1
152,9322,50.9333,12.7167,1
153,17337,53.53538,13.83227,1
154,15890,52.18197,14.66392,1
155,25588,53.95340899999999,9.458583,0
156,66484,49.2,7.46667,2
157,55234,49.7256,8.03028,2
158,4808,51.41241,12.80066,1
159,18182,54.17641999999999,12.23382,1
160,99195,51.1,11.05,3
161,1844,51.02528,14.2111,1
162,94556,48.8833,13.4833,3
163,31719,52.3825,9.11936,0
164,50374,50.8167,6.76667,2
165,23628,53.78038000000001,10.64071,0
166,6528,51.4404161454338,11.244715481567399,1
167,55758,49.8333,7.33333,2
168,40822,51.25097,6.974010000000019,2
169,91161,49.19,11.1886,3
170,6536,51.47671,11.13207,1
171,44135,51.504225397481,7.4836541112249515,2
172,44137,51.504225397481,7.4836541112249515,2
173,44139,51.504225397481,7.4836541112249515,2
174,44141,51.504225397481,7.4836541112249515,2
175,44143,51.504225397481,7.4836541112249515,2
176,44145,51.504225397481,7.4836541112249515,2
177,44147,51.504225397481,7.4836541112249515,2
178,44149,51.504225397481,7.4836541112249515,2
179,44225,51.504225397481,7.4836541112249515,2
180,44227,51.504225397481,7.4836541112249515,2
181,44229,51.504225397481,7.4836541112249515,2
182,44263,51.504225397481,7.4836541112249515,2
183,44265,51.504225397481,7.4836541112249515,2
184,44267,51.504225397481,7.4836541112249515,2
185,44269,51.504225397481,7.4836541112249515,2
186,44287,51.504225397481,7.4836541112249515,2
187,44289,51.504225397481,7.4836541112249515,2
188,44309,51.504225397481,7.4836541112249515,2
189,44319,51.504225397481,7.4836541112249515,2
190,44328,51.504225397481,7.4836541112249515,2
191,44329,51.504225397481,7.4836541112249515,2
192,44339,51.504225397481,7.4836541112249515,2
193,44357,51.504225397481,7.4836541112249515,2
194,44359,51.504225397481,7.4836541112249515,2
195,44369,51.504225397481,7.4836541112249515,2
196,44379,51.504225397481,7.4836541112249515,2
197,44388,51.504225397481,7.4836541112249515,2
198,15837,52.05255,13.55432,1
199,53520,50.4,7.01667,2
200,24837,54.51808000000001,9.57038,0
201,29683,52.92123,9.822850000000019,0
202,94366,48.95,12.8,3
203,74564,49.15,10.0833,3
204,96197,49.9833,11.3,3
205,88149,47.5833,9.61667,3
206,49828,52.4965452599612,6.96676655952456,2
207,84149,48.3667,12.25,3
208,87679,47.9333,10.7167,3
209,55294,49.9353,8.32,2
210,2739,50.98658,14.65369,1
211,55471,49.9333,7.48333,2
212,47804,51.305071063084895,6.6003277763184105,2
213,47805,51.305071063084895,6.6003277763184105,2
214,47807,51.305071063084895,6.6003277763184105,2
215,47809,51.305071063084895,6.6003277763184105,2
216,6318,51.4617,11.7483999999999,1
217,89429,48.6333,10.3167,3
218,99887,50.8167,10.6667,3
219,95194,50.3,12.05,3
220,38179,52.3562647621326,10.4319696243288,0
221,74599,49.21100000000001,10.063,3
222,56479,50.6667,8.06667,2
223,24589,54.193077456658706,9.84013468170718,0
224,24242,54.2972792118201,9.927402363663347,0
225,38154,52.25248,10.814010000000101,0
226,87778,48.0333,10.4333,3
227,84405,48.24358,12.222853,3
228,98530,50.549722,10.633056,3
229,37688,51.6685,9.37233000000003,0
230,24939,54.81036999999999,9.42185,0
231,24939,54.81036999999999,9.42185,0
232,56294,50.25,7.36667,2
233,55758,49.7667,7.3,2
234,86507,48.2333,10.85,3
235,6528,51.50711,11.42819,1
236,39579,52.50601,11.85559,1
237,67374,49.3167,8.34083,2
238,73333,48.65,9.78333,3
239,7646,50.9167,11.7833,3
240,23815,53.92216,10.4402,0
241,38667,51.8019139405272,10.536938188916,0
242,84453,48.25,12.5333,3
243,66887,49.6167,7.53333,2
244,67678,49.5,7.85,2
245,56290,50.0833,7.38333,2
246,67376,49.2942,8.345,2
247,18059,53.9844,12.11161,1
248,16248,52.84009,13.93726,1
249,91595,49.2333,10.5833,3
250,17291,53.2658983330896,13.9486755554199,1
251,7616,50.9833,11.8333,3
252,24887,54.5180797040668,9.37611654544417,0
253,72587,48.4962,9.51482,3
254,19412,53.71757,11.7510600000001,1
255,31622,52.70526,9.25217999999995,0
256,97953,49.6203,9.59583,3
257,18513,54.01465,12.96282,1
258,19374,53.53182,11.8413,1
259,18546,54.523786,13.594879999999998,1
260,16818,52.92811999999999,12.74622,1
261,17194,53.61456999999999,12.42616,1
262,82069,47.9833,11.4667,3
263,56237,50.5167,7.71667,2
264,17349,53.458469779312495,13.4285967407227,1
265,7937,50.6333,11.9667,3
266,89129,48.5333,10.1333,3
267,66903,49.45,7.35,2
268,83374,47.9667,12.6,3
269,55278,49.8472,8.31667,2
270,49594,52.502847555262896,7.953776550293009,0
271,8304,50.5,12.5333,3
272,53547,50.55,7.3,2
273,19069,53.70483,11.43506,0
274,86570,48.5167,11.1167,3
275,93480,49.2,12.9333,3
276,78476,47.7167,9.06667,3
277,88364,47.8167,9.8,3
278,14715,52.67825,12.24645,1
279,9468,50.6,12.95,1
280,14778,52.51273000000001,12.64399,1
281,37547,51.8539,9.965840000000073,0
282,73568,48.85,9.8,3
283,19230,53.3782,11.14941,0
284,39619,52.89289,11.44271,1
285,95367,50.0667,11.55,3
286,56841,49.95,7.11667,2
287,83132,47.9833,12.3833,3
288,34621,50.9833,9.33333,2
289,29229,52.6929,10.0216,0
290,55444,49.9333,7.83333,2
291,97837,49.8194,9.62889,3
292,22946,53.61096,10.40473,0
293,59399,51.7086,7.378280000000019,2
294,66909,49.45,7.45,2
295,27419,53.25596,9.48104999999998,0
296,23898,53.68311,10.46705,0
297,21483,53.45461,10.55031,0
298,24576,53.8893855875667,9.78687602336885,0
299,24943,54.76509371149999,9.4772163039,0
300,42579,51.32748147456,6.96555420104983,2
301,17139,53.76891,12.83336,1
302,18196,54.03723000000001,12.25153,1
303,14913,51.9630722081012,13.0431054550172,1
304,55288,49.8278,8.176110000000001,2
305,73266,48.6,9.5,3
306,73098,48.7333,9.63333,3
307,37345,51.5016701,10.4922799999999,0
308,48341,52.0468975433455,7.4699533227539,2
309,99986,51.1508614349929,10.4172149841309,3
310,27624,53.57786,8.801159999999982,0
311,6869,51.9591,12.53332,1
312,6313,51.52077,11.5074500000001,1
313,24582,54.162083522502,10.08378654862,0
314,14913,51.9261,13.14172,1
315,73066,48.7048,9.5857,3
316,35315,50.7333,9.0,2
317,64646,49.6408,8.63722,2
318,19300,53.26244000000001,11.81313,1
319,19372,53.26244000000001,11.81313,1
320,29576,53.05078,10.51518,0
321,86984,47.6833,10.8,3
322,21502,53.45298,10.42135,0
323,19061,53.60716,11.46771,0
324,19063,53.60716,11.46771,0
325,39175,52.18064,11.78211,1
326,24999,54.807239,9.522599,0
327,17392,53.72593000000001,13.59457,1
328,78112,48.1238199,8.392353100000001,2
329,36318,50.6833,9.3,2
330,54317,49.7167,6.78333,2
331,17255,53.20741999999999,12.99518,1
332,54570,50.1833,6.76667,2
333,54675,49.95,6.26667,2
334,16792,53.04847,13.2517800000001,1
335,8396,50.8833,12.5,1
336,19300,53.31371,11.68864,1
337,18573,54.3557,13.21985,1
338,94530,48.8,13.1,3
339,57648,50.6667,7.91667,2
340,47669,51.40786,6.33968000000004,2
341,25724,53.906748117309,8.96890994005474,0
342,60326,50.1,8.6,2
343,65933,50.1,8.6,2
344,24340,54.462724215,9.81717886329,0
345,9569,50.8667,13.1667,1
346,29416,52.87071,11.34863,1
347,54657,50.0,6.61667,2
348,18586,54.34545,13.6218200000001,1
349,36452,50.6333,10.1667,3
350,83324,47.7667,12.65,3
351,18249,53.89964000000001,11.85223,1
352,4849,51.594443525228996,12.589300407409599,1
353,82487,47.6,11.0667,3
354,21775,53.69439000000001,8.94117,0
355,25776,54.3500100864308,9.083306146717053,0
356,24814,54.36678000000001,9.81944,0
357,15537,52.4111,13.8889,1
358,15518,52.4111,13.8889,1
359,15528,52.4111,13.8889,1
360,93152,49.0253,11.9611,3
361,67308,49.6158,8.088330000000001,2
362,19209,53.58724,11.17512,0
363,39638,52.58666,11.48508,1
364,55776,49.6167,7.28333,2
365,38368,52.33671,10.9622400000001,0
366,18196,53.98537,12.22068,1
367,39649,52.46076,11.14103,0
368,73079,48.6833,9.76667,3
369,23824,54.0412210764855,10.3180888886929,0
370,9405,50.7667,13.0167,1
371,91088,49.6333,11.0167,3
372,16845,52.82585,12.40418,1
373,6712,51.0167,12.2333,1
374,63825,50.1,9.25,2
375,18273,53.80412,12.18655,1
376,12435,52.44581700000001,13.574588,1
377,12437,52.44581700000001,13.574588,1
378,12487,52.44581700000001,13.574588,1
379,12439,52.44581700000001,13.574588,1
380,12524,52.44581700000001,13.574588,1
381,12526,52.44581700000001,13.574588,1
382,12527,52.44581700000001,13.574588,1
383,12489,52.44581700000001,13.574588,1
384,12459,52.44581700000001,13.574588,1
385,12555,52.44581700000001,13.574588,1
386,12557,52.44581700000001,13.574588,1
387,12559,52.44581700000001,13.574588,1
388,12587,52.44581700000001,13.574588,1
389,12589,52.44581700000001,13.574588,1
390,65385,49.9833,7.91667,2
391,39249,51.97592,11.78002,1
392,17209,53.444939388807896,12.5571239471435,1
393,16818,52.99633000000001,12.63264,1
394,66879,49.5167,7.58333,2
395,83329,47.9087,12.7362,3
396,8626,50.4519,12.4815,3
397,8606,50.4519,12.4815,3
398,72479,48.1761,9.0904,2
399,71706,48.9,9.06667,2
400,55457,49.9,7.9333300000000015,2
401,53567,50.6833,7.38333,2
402,16928,53.15046,12.17707,1
403,94262,49.05,12.8667,3
404,37194,51.62329,9.55781999999999,0
405,25335,53.755297300856114,9.65623957259651,0
406,25336,53.755297300856114,9.65623957259651,0
407,25337,53.755297300856114,9.65623957259651,0
408,97502,50.0667,10.1333,3
409,54456,49.65,6.4833300000000005,2
410,84371,48.4,13.0167,3
411,65205,50.0833,8.25,2
412,8352,50.532222,12.871389,1
413,59889,51.25405,8.17076999999995,2
414,84160,48.544375,12.528772,3
415,89197,48.55,10.0,3
416,3172,51.95079000000001,14.70258,1
417,29614,52.98414,9.84249,0
418,16767,52.72349000000001,13.1947700000001,1
419,14797,52.3423,12.68296,1
420,54293,49.75,6.63333,2
421,15236,52.4213,14.3875,1
422,15326,52.4213,14.3875,1
423,17192,53.5056752356192,12.874155407714904,1
424,55234,49.7286,8.00333,2
425,67746,49.6667,7.48333,2
426,25709,53.95112749061689,9.00880578749451,0
427,19348,53.10143000000001,11.81946,1
428,91361,49.7,11.1,3
429,37318,51.40125,10.05057,0
430,14513,52.39584,13.27631,1
431,58452,51.4181009105116,7.280844533996509,2
432,58456,51.4181009105116,7.280844533996509,2
433,7751,50.9667,11.7,3
434,24217,54.408992650187905,10.345203673839698,0
435,74245,49.0994,9.38139,3
436,99947,51.2,10.65,3
437,6712,51.05,12.0667,1
438,66879,49.45,7.53333,2
439,9619,50.7742994449119,13.4158393859864,1
440,67742,49.65,7.53333,2
441,4720,51.1167,13.1167,1
442,55469,50.0333,7.5666699999999985,2
443,21529,53.48588,10.3156,0
444,82327,47.9167,11.2833,3
445,98646,50.3583,10.7042,3
446,19205,53.75891,11.25135,0
447,99610,51.1167,11.2,3
448,89195,48.3,9.98333,3
449,6317,51.461097713486296,11.6697469894409,1
450,96170,49.9,10.7167,3
451,83059,47.85,12.0667,3
452,79276,48.0833,7.8166699999999985,2
453,74182,49.133,9.383,3
454,56858,50.0833,7.28333,2
455,25836,54.36090446984,8.76124655051221,0
456,25355,53.783780787891,9.80737869782444,0
457,91614,49.0167,10.3667,3
458,55422,50.0667,7.766669999999999,2
459,54317,49.7333,6.85,2
460,7806,50.7,11.7167,3
461,19294,53.18591,11.29675,0
462,57520,50.7333,7.85,2
463,17406,53.95668000000001,13.91926,1
464,22946,53.59509,10.26694,0
465,14715,52.63996,12.51552,1
466,25560,54.013794,9.481068,0
467,86836,48.1667,10.8,3
468,54668,49.8833,6.46667,2
469,6922,51.66362,12.9254,1
470,16230,52.77591,13.70492,1
471,6528,51.5004541600458,11.168631190490697,1
472,7778,50.9833,11.5833,3
473,99759,51.3820143603973,10.523566455078301,0
474,25746,54.214810444152,9.137088806872999,0
475,37581,51.870662,10.024588,0
476,18059,54.01024,12.09624,1
477,39249,51.930330100000006,11.84795,1
478,34326,51.05,9.6,2
479,16775,53.00561999999999,13.15121,1
480,21514,53.51139000000001,10.61771,0
481,32257,52.19851,8.58329000000003,0
482,21640,53.48135,9.56988,0
483,36251,50.9,9.76667,3
484,92521,49.3894,12.1397,3
485,15306,52.51507834880589,14.3140141693116,1
486,95326,50.1,11.45,3
487,86853,48.15,10.7667,3
488,83115,47.7667,12.15,3
489,82229,48.0333,11.2,3
490,16775,53.14365,13.04795,1
491,69254,49.2472,8.682780000000001,2
492,59969,51.0833,8.61667,2
493,26919,53.32658000000001,8.47806000000003,0
494,56290,50.15,7.4,2
495,75387,48.65,8.7,2
496,79249,47.9667,7.83333,2
497,66871,49.5167,7.45,2
498,26169,53.02458000000001,7.85832000000005,0
499,16248,52.86227,13.96986,1
500,18519,54.14129000000001,13.19523,1
501,50321,50.8333,6.9,2
502,8326,50.5,12.6667,3
503,86465,48.45,10.6667,3
504,18519,54.23386,13.28514,1
505,54470,49.9167,6.9833300000000005,2
506,18528,54.4501,13.38948,1
507,56291,50.1333,7.53333,2
508,24235,54.414707974774196,10.2691422611476,0
509,56283,50.2,7.4333300000000015,2
510,31604,52.4552,8.963460000000003,0
511,86489,48.25,10.3333,3
512,23898,53.6908,10.52954,0
513,96237,50.23,11.08,3
514,67699,49.5333,7.75,2
515,46325,51.848372553829,6.85974260314947,2
516,19336,52.8913,11.9831,1
517,84130,48.6333,12.5,3
518,2708,51.07387,14.648169999999899,1
519,55606,49.85,7.48333,2
520,17291,53.2108,14.007129999999998,1
521,25548,53.980347,9.756469,0
522,7356,50.45,11.65,3
523,17179,54.02929,12.6650500000001,1
524,16303,53.14884,14.21521,1
525,16306,53.14884,14.21521,1
526,67311,49.5386,8.10389,2
527,31718,52.3766,9.18808,0
528,69226,49.3239,8.69556,2
529,18556,54.66594,13.43179,1
530,19089,53.5676,11.7538500000001,1
531,24245,54.20503982768889,10.1753696967095,0
532,99735,51.46823,10.74558,0
533,96476,50.3333,10.7833,3
534,24943,54.79312,9.47732,0
535,24943,54.79312,9.47732,0
536,31311,52.4645902029321,10.203155423278801,0
537,99441,50.9167,11.4833,3
538,79733,47.65,8.08333,2
539,76846,49.1833,7.85,2
540,54533,50.0833,6.9333300000000015,2
541,93098,48.95,12.2333,3
542,91605,49.45,10.2667,3
543,21481,53.37582,10.54703,0
544,99735,51.4139774119926,10.761287116394,0
545,19243,53.46441,11.10842,0
546,19217,53.74019000000001,10.9301,0
547,17498,54.0885,13.270979999999998,1
548,91785,49.1,10.9833,3
549,66877,49.45,7.55,2
550,87736,47.8833,10.3,3
551,25767,54.138877232781,9.323496968990133,0
552,38381,52.08351097654121,10.9001502037048,0
553,19376,53.34351,11.86181,1
554,18461,54.14787,12.8957399999999,1
555,6347,51.62426,11.68672,1
556,29303,52.80974000000001,9.96279000000004,0
557,10243,52.5015,13.43512,1
558,10245,52.5015,13.43512,1
559,10247,52.5015,13.43512,1
560,10249,52.5015,13.43512,1
561,10961,52.5015,13.43512,1
562,10963,52.5015,13.43512,1
563,10965,52.5015,13.43512,1
564,10967,52.5015,13.43512,1
565,10969,52.5015,13.43512,1
566,10997,52.5015,13.43512,1
567,10999,52.5015,13.43512,1
568,6193,51.60959,11.93359,1
569,57612,50.7,7.61667,2
570,26556,53.60782,7.483309999999959,0
571,17039,53.59008000000001,13.33683,1
572,53508,50.5333,7.01667,2
573,57518,50.7833,7.88333,2
574,35745,50.6833,8.31667,2
575,98701,50.6,11.05,3
576,27729,53.3539,8.77238999999997,0
577,25361,53.808782,9.477172,0
578,1665,51.0894,13.4182,1
579,90530,49.3536,11.1483,3
580,24357,54.485906532865705,9.666884496800384,0
581,51491,50.95,7.3,2
582,74579,49.0667,10.2167,3
583,94239,48.9667,13.0,3
584,93449,49.3786,12.7042,3
585,42553,51.3098033,7.087894199999999,2
586,24975,54.7392898633,9.57490558779,0
587,17154,53.82014,12.78979,1
588,24214,54.406917204077395,9.97400405108938,0
589,4916,51.6560759834675,13.2232667407227,1
590,3185,51.866676113143214,14.3999686190796,1
591,25712,54.000347,9.258527,0
592,39517,52.34104,11.85533,1
593,17258,53.3391,13.4188,1
594,4749,51.2,13.1667,1
595,83352,48.0,12.5333,3
596,70376,48.8213,9.22,2
597,25572,53.970947,9.289993,0
598,84533,48.25,12.85,3
599,42279,51.36415,7.24662000000001,2
600,99837,50.9167,10.0333,3
601,24601,54.11254,10.20367,0
602,97249,49.7597,9.83111,3
603,39638,52.59986,11.33304,1
604,18516,54.08316,13.24041,1
605,55765,49.6667,7.2,2
606,15913,51.9274253457144,14.0895286560059,1
607,18465,54.0908,12.7605599999999,1
608,73485,48.9667,10.35,3
609,74638,49.1875,9.64222,3
610,18276,53.80255,12.2823100000001,1
611,89611,48.2333333,9.5666667,3
612,76332,48.8,8.43333,2
613,55459,49.9,7.91667,2
614,54636,49.9167,6.46667,2
615,93492,49.4167,12.6167,3
616,19412,53.68512,11.62756,1
617,69221,49.4503,8.674719999999999,2
618,82405,47.8833,11.0333,3
619,82402,47.8333,11.3,3
620,55585,49.8,7.8166699999999985,2
621,56244,50.4833,7.8166699999999985,2
622,55487,49.9,7.3,2
623,55576,49.8667,7.98333,2
624,18334,54.12268,12.50668,1
625,18569,54.5330476110632,13.2732863783265,1
626,49661,52.84463,8.05208,0
627,56761,50.25,7.1,2
628,96166,50.05,10.7167,3
629,7426,50.65,11.1667,3
630,56191,50.4167,7.6,2
631,16247,52.97708000000001,13.7439899999999,1
632,78564,48.1333,8.85,2
633,17209,53.353855,12.357349,1
634,14806,52.22085,12.59674,1
635,36466,50.7167,10.1333,3
636,3172,51.87838,14.6209,1
637,55629,49.85,7.55,2
638,55483,50.0,7.36667,2
639,86568,48.4833,11.0667,3
640,14778,52.47228000000001,12.719180000000101,1
641,6785,51.80788,12.4134300000001,1
642,34639,50.9167,9.45,2
643,24997,54.688010253164606,9.335581439304471,0
644,6774,51.65992,12.44803,1
645,76776,48.9833,8.25,2
646,4720,51.175,13.2,1
647,2959,51.54389000000001,14.53331,1
648,18196,54.04714,12.21061,1
649,21730,53.83159000000001,9.1337,0
650,76228,49.0047,8.38583,2
651,16775,52.97902,13.19501,1
652,86399,48.2667,10.8333,3
653,94501,48.55,13.1167,3
654,18528,54.38386,13.57946,1
655,17168,53.84659,12.51693,1
656,86866,48.25,10.6333,3
657,49733,52.79468000000001,7.23676,0
658,25832,54.3180909829608,8.93713844163407,0
659,37318,51.319382195650505,10.007896423339801,0
660,24235,54.391264657795496,10.2765577793122,0
661,39240,51.88323,11.95331,1
662,73249,48.7,9.41667,3
663,18437,54.29289350000001,13.0146056,1
664,23974,53.98505,11.63238,1
665,18299,53.91232,12.1953599999999,1
666,25917,54.8116271137369,8.93166266636857,0
667,38889,51.76526,10.9741,0
668,8393,50.85,12.4667,1
669,96369,50.2,11.35,3
670,19217,53.77123,10.86777,0
671,66894,49.35,7.4333300000000015,2
672,92289,49.4,11.7667,3
673,92277,49.3,11.8,3
674,21762,53.77811,8.94164,0
675,74869,49.3767,8.98889,2
676,67754,49.55,7.5666699999999985,2
677,97294,49.8667,10.05,3
678,25779,54.24454,9.14641,0
679,79235,48.0833,7.63333,2
680,8134,50.6576,12.5829,3
681,94545,48.85,13.4833,3
682,33803,52.00501,8.41507999999999,0
683,19089,53.57408,11.6528499999999,1
684,6888,51.8550985421476,12.7374563598632,1
685,96253,50.2,10.9667,3
686,25721,54.05398569541511,9.25806160601902,0
687,54589,50.35,6.53333,2
688,19294,53.18751999999999,11.26638,0
689,98673,50.4667,10.85,3
690,16909,53.05835,12.43637,1
691,56761,50.2333,7.16667,2
692,67822,49.7333,7.88333,2
693,24582,54.1734274524028,10.0354430838879,0
694,24326,54.11826,10.28126,0
695,17392,53.79024,13.47986,1
696,54673,50.0667,6.33333,2
697,98599,50.8333,10.4333,3
698,83533,48.0667,12.1667,3
699,39343,52.28781,11.32401,1
700,73663,48.8667,9.46667,3
701,26897,52.99278,7.632669999999959,0
702,7646,50.85,11.65,3
703,29416,52.73864,11.24311,0
704,6308,51.59589,11.5518099999999,1
705,72119,48.55,8.96667,2
706,85521,48.05,11.7,3
707,83329,47.9166,12.7318,3
708,18182,54.19579,12.32393,1
709,79183,48.1,7.96667,2
710,57635,50.7167,7.58333,2
711,98660,50.4667,10.6,3
712,17291,53.21595,13.93622,1
713,53533,50.3833,6.8,2
714,38835,51.9811325908121,10.5984550476073,0
715,55490,49.8667,7.5,2
716,7937,50.611879,12.135526,3
717,4626,50.9646,12.3217,1
718,23738,54.18196999999999,10.87873,0
719,76831,49.2033,8.03833,2
720,17087,53.7321185563838,13.243018777771,1
721,63768,50.0,9.2,2
722,55483,49.8667,7.4333300000000015,2
723,55452,49.9333,7.86667,2
724,63863,49.82,9.2575,2
725,32130,52.1390423112082,8.559031068725519,0
726,17498,54.10298,13.34431,1
727,56865,50.05,7.28333,2
728,24568,53.84016999999999,9.99358,0
729,57629,50.6167,7.86667,2
730,39448,51.91886,11.36581,1
731,17166,53.6824,12.56654,1
732,15518,52.38352486399672,14.283033322753901,1
733,6295,51.45451,11.50461,1
734,4924,51.49236,13.40916,1
735,15748,52.10905,13.7650599999999,1
736,75057,49.0775,8.84556,2
737,61197,50.3167,8.86667,2
738,97618,50.2833,10.1833,3
739,39624,52.64323,11.44402,1
740,17498,54.07031,13.292660000000101,1
741,96151,50.0167,10.7,3
742,23827,53.98661,10.35549,0
743,65623,50.2833,8.03333,2
744,94375,49.05,12.6667,3
745,73466,48.8667,10.25,3
746,74535,49.0761,9.55639,3
747,3149,51.73292,14.632420000000002,1
748,59063,51.62989,7.85409000000004,2
749,59069,51.62989,7.85409000000004,2
750,54673,49.9667,6.16667,2
751,55490,49.8833,7.46667,2
752,92363,49.0833,11.6167,3
753,56859,50.05,7.11667,2
754,18209,54.10021,11.83327,1
755,17291,53.31758000000001,13.86279,1
756,54340,49.8,6.78333,2
757,99439,51.0667,11.4,3
758,21514,53.53398000000001,10.70292,0
759,55442,49.95,7.766669999999999,2
760,84437,48.2,12.2833,3
761,18195,54.03514000000001,12.5987700000001,1
762,79777,47.7167,8.31667,2
763,56379,50.3333,7.83333,2
764,39175,52.15513,11.77585,1
